SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
8459-10,BMP-6,Bone morphogenetic protein 6,P22004,BMP6,,,,,,,,,,X,,,X,,X,X
2972-57,BMP-7,Bone morphogenetic protein 7,P18075,BMP7,,,,X,,,,,X,X,,,X,,X,X
15668-19,BMP-8,Bone morphogenetic protein 8B,P34820,BMP8B,,,,,,,,,,,,,,,,
4859-6,BMPR1A,Bone morphogenetic protein receptor type-1A,P36894,BMPR1A,,,X,X,,,,,X,X,,,X,,X,X
10550-37,BMP RIB,Bone morphogenetic protein receptor type-1B,O00238,BMPR1B,X,,,,,,,,X,,,,X,,X,
4862-63,BMP RII,Bone morphogenetic protein receptor type-2,Q13873,BMPR2,X,,,X,,,,,X,,,,X,,X,
14023-84,BSP,Bone sialoprotein 2,P21815,IBSP,,,,,,,,,X,X,,,X,,X,X
3415-61,BSP,Bone sialoprotein 2,P21815,IBSP,,,,X,,,,,,X,,,X,,X,X
6473-55,PLUNC,BPI fold-containing family A member 1,Q9NP55,BPIFA1,,,,,,,,,,,,,,,,
16302-11,SPLC2,BPI fold-containing family A member 2,Q96DR5,BPIFA2,,,,,,,,,,,,,,,,
5695-5,SPLC2,BPI fold-containing family A member 2,Q96DR5,BPIFA2,,,,,,,,,,,,,,,,
11246-3,LPLC1,BPI fold-containing family B member 1,Q8TDL5,BPIFB1,,,,,,,,,,,,,,,,
15367-38,LPLC1,BPI fold-containing family B member 1,Q8TDL5,BPIFB1,,,,,,,,,,,,,,,,
20111-5,BASP,Brain acid soluble protein 1,P80723,BASP1,,,,X,,,,,,,,,,,,
3723-1,BNP-32,Brain natriuretic peptide 32,P16860,NPPB,,,,,,,,,,X,,,X,,X,X
2917-3,sRANKL,Tumor necrosis factor ligand superfamily member 11,O14788,TNFSF11,,,,,,,,,,,,,,,,
2421-7,BDNF,Brain-derived neurotrophic factor,P23560,BDNF,,,,,,,,,,,,,,,,
25472-12,BEGIN,Brain-enriched guanylate kinase-associated protein,Q9BUH8,BEGAIN,,,,,,,,,,,,,,,,
21711-86,BAI1,Brain-specific angiogenesis inhibitor 1,O14514,ADGRB1,,,,,,,,,,,,,,,,
19331-18,BAIP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,Q9UQB8,BAIAP2,,,,,,,,,,,,,,,,
4534-10,BSSP4,Brain-specific serine protease 4,Q9GZN4,PRSS22,,,,,,,,,,,,,,,,
19365-11,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",O15382,BCAT2,,,X,,,,,,,,,,,,,
8784-7,F175A,BRCA1-A complex subunit Abraxas,Q6UWZ7,ABRAXAS1,,,,,,,,,,,,,,,,
10876-300,BRAT1,BRCA1-associated ATM activator 1,Q6PJG6,BRAT1,,,,,,,,,,,,,,,,
13977-28,BARD1,BRCA1-associated RING domain protein 1,Q99728,BARD1,,,X,X,,,,,,,,,,,,
18304-19,BCCIP,BRCA2 and CDKN1A-interacting protein,Q9P287,BCCIP,,,,,,,,,,,,,,,,
12634-79,BCAR3:Ras-GEF,Breast cancer anti-estrogen resistance protein 3:Guanine Nucleotide Exchange Factor Domain,O75815,BCAR3,,,,X,,,,,,X,,,X,,X,X
5262-57,BCAR3:SH2,Breast cancer anti-estrogen resistance protein 3:Src Homology domain,O75815,BCAR3,,,,X,,,,,,X,,,X,,X,X
22086-2,BRM1L,Breast cancer metastasis-suppressor 1-like protein,Q5PSV4,BRMS1L,,,,,,,,,,,,,,,,
3461-58,PGCB,Brevican core protein,Q96GW7,BCAN,,,,,,,,,,X,,,X,,X,X
6612-90,CP079,BRICHOS domain-containing protein 5,Q6PL45,BRICD5,,,,,,,,,,,,,,,,
21540-73,BIN2,Bridging integrator 2,Q9UBW5,BIN2,,,,,,,,,,,,,,,,
24645-2,BIN3,Bridging integrator 3,Q9NQY0,BIN3,,,,,,,,,,,,,,,,
8830-29,F175B,BRISC complex subunit Abro1,Q15018,ABRAXAS2,,,,,,,,,,,,,,,,
8945-7,F175B,BRISC complex subunit Abro1,Q15018,ABRAXAS2,,,,,,,,,,,,,,,,
24323-43,BROX,BRO1 domain-containing protein BROX,Q5VW32,BROX,,,,,,,,,,,,,,,,
12748-6,BRDT,Bromodomain testis-specific protein,Q58F21,BRDT,,,,,,,,,,,,,,,,
11607-15,BRD1,Bromodomain-containing protein 1,O95696,BRD1,,,,,,,,,,,,,,,,
10074-128,BRD2,Bromodomain-containing protein 2,P25440,BRD2,,,,X,,,,,,,,,,,,
15372-43,BRD2,Bromodomain-containing protein 2,P25440,BRD2,,,,,,,,,,,,,,,,
10043-31,BRD4,Bromodomain-containing protein 4,O60885,BRD4,X,,,X,,,,,,,,,,,,
11121-56,VWC2,Brorin,Q2TAL6,VWC2,,,,,,,,,,,,,,,,
15308-108,VWC2,Brorin,Q2TAL6,VWC2,,,,,,,,,,,,,,,,
4328-2,BOC,Brother of CDO,Q9BWV1,BOC,X,,,X,,,,,,X,,,X,,X,X
22080-22,BACD1,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,Q8WZ19,KCTD13,,,,,,,,,,,,,,,,
23152-49,BACD2,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2,Q13829,TNFAIP1,,,,,,,,,,,,,,,,
23337-54,BACD3,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,Q9H3F6,KCTD10,,,,,,,,,,,,,,,,
23308-31,KCTD1,BTB/POZ domain-containing protein KCTD1,Q719H9,KCTD1,,,,,,,,,,,,,,,,
23263-9,KCD15,BTB/POZ domain-containing protein KCTD15,Q96SI1,KCTD15,,,X,,,,,,,,,,,,,
23384-19,KCD17,BTB/POZ domain-containing protein KCTD17,Q8N5Z5,KCTD17,,,,,,,,,,,,,,,,
23285-51,KCTD2,BTB/POZ domain-containing protein KCTD2,Q14681,KCTD2,,,,,,,,,,,,,,,,
24440-11,KCTD3,BTB/POZ domain-containing protein KCTD3,Q9Y597,KCTD3,,,,,,,,,,,,,,,,
21588-4,KCTD4,BTB/POZ domain-containing protein KCTD4,Q8WVF5,KCTD4,,,,,,,,,,,,,,,,
12473-48,KCTD5,BTB/POZ domain-containing protein KCTD5,Q9NXV2,KCTD5,,,,,,,,,,,,,,,,
23161-3,KCTD6,BTB/POZ domain-containing protein KCTD6,Q8NC69,KCTD6,,,,,,,,,,,,,,,,
23267-5,KCTD6,BTB/POZ domain-containing protein KCTD6,Q8NC69,KCTD6,,,,,,,,,,,,,,,,
22485-1,KCTD7,BTB/POZ domain-containing protein KCTD7,Q96MP8,KCTD7,,,X,,,,,,,,,,,,,
22857-5,KCTD7,BTB/POZ domain-containing protein KCTD7,Q96MP8,KCTD7,,,,,,,,,,,,,,,,
21674-132,Butyrophilin 1A1,Butyrophilin subfamily 1 member A1,Q13410,BTN1A1,,,,,,,,,,,,,,,,
8869-5,BT2A1,Butyrophilin subfamily 2 member A1,Q7KYR7,BTN2A1,,,,,,,,,,,,,,,,
22586-24,BT2A2,Butyrophilin subfamily 2 member A2,Q8WVV5,BTN2A2,,,,,,,,,,,,,,,,
7081-2,BT3A1,Butyrophilin subfamily 3 member A1,O00481,BTN3A1,,,,,,,,,,,,,,,,
21433-3,BT3A2,Butyrophilin subfamily 3 member A2,P78410,BTN3A2,,X,,X,,,,,,,,,,,,
17692-2,BT3A3,Butyrophilin subfamily 3 member A3,O00478,BTN3A3,,,,,,,,,,,,,,,,
22950-6,BT3A3,Butyrophilin subfamily 3 member A3,O00478,BTN3A3,,,,,,,,,,,,,,,,
10848-137,BTNL3,Butyrophilin-like protein 3,Q6UXE8,BTNL3,,,,,,,,,,,,,,,,
9026-40,BTNL8,Butyrophilin-like protein 8,Q6UX41,BTNL8,,,,,,,,,,,,,,,,
7950-142,BTNL9,Butyrophilin-like protein 9,Q6UXG8,BTNL9,,,,,,,,,,,,,,,,
24647-3,ABEC2,C->U-editing enzyme APOBEC-2,Q9Y235,APOBEC2,,,,,,,,,,,,,,,,
5735-54,C1GLC,C1GALT1-specific chaperone 1,Q96EU7,C1GALT1C1,,X,,,,,,,,,,,,,,
21734-36,C1GLT/C1GLC Complex,C1GLT/C1GLC Complex,Q9NS00|Q96EU7,C1GALT1|C1GALT1C1,,,,,,,,,,,,,,,,
6404-20,C1QRF,C1q-related factor,O75973,C1QL1,,,,,,,,,,,X,,X,,X,
12575-30,C1TC,"C-1-tetrahydrofolate synthase, cytoplasmic",P11586,MTHFD1,,,,,,,,,,,,,,,,
4900-8,C3a,C3a anaphylatoxin,P01024,C3,,,,,,,,,,X,,,X,,X,X
2755-8,C3adesArg,C3a anaphylatoxin des Arginine,P01024,C3,,,,,,,,,,X,,,X,,X,X
18821-9,C4a,C4a anaphylatoxin,P0C0L4|P0C0L5,C4A|C4B,,,,,,,,,,,,,,,,
9449-150,C4b-binding protein alpha chain,C4b-binding protein alpha chain,P04003,C4BPA,,,,,,,,,,,,,,,,
7155-46,C4b-binding protein beta chain,C4b-binding protein beta chain,P20851,C4BPB,,,,,,,,,,,,,,,,
2851-63,C5a,C5a anaphylatoxin,P01031,C5,,,,,,,,,,X,,,X,,X,X
14759-149,Cadherin E,Cadherin-1,P12830,CDH1,,,,,,,,,,,,,,,,
18429-10,Cadherin E,Cadherin-1,P12830,CDH1,X,X,X,X,X,,,,,,,,,,X,X
2501-51,Cadherin E,Cadherin-1,P12830,CDH1,,,,,,,,,,,,,,,,
20529-7,CAD10,Cadherin-10,Q9Y6N8,CDH10,,,,,,,,,,,,,,,,
7763-25,Cadherin-11:CD,Cadherin-11:Cytoplasmic domain,P55287,CDH11,,,,,,,,,,,,,,,,
16305-10,Cadherin-11:ECD,Cadherin-11:Extracellular domain,P55287,CDH11,,,,,,,,,,,,,,,,
9604-14,Cadherin-11:ECD,Cadherin-11:Extracellular domain,P55287,CDH11,,,,,,,,,,,,,,,,
8329-166,Cadherin-12:CD,Cadherin-12:Cytoplasmic domain,P55289,CDH12,,,,,,,,,,X,,,X,,X,X
19388-2,Cadherin-12:ECD,Cadherin-12:Extracellular domain,P55289,CDH12,,,,,,,,,,X,,,X,,X,X
21693-14,CAD13,Cadherin-13,P55290,CDH13,,,,X,,,,,,,,,,,,
11215-6,CAD15:CD,Cadherin-15:Cytoplasmic domain,P55291,CDH15,,,,,,,,,,X,,,X,,X,X
5410-53,CAD15:ECD,Cadherin-15:Extracellular domain,P55291,CDH15,,,,,,,,,,X,,,X,,X,X
16613-3,CAD17,Cadherin-17,Q12864,CDH17,,X,,,,,,,,,,,,,,
3797-1,Cadherin-2,Cadherin-2,P19022,CDH2,X,,,X,,,,,,,,,,,,
21679-16,CAD20,Cadherin-20,Q9HBT6,CDH20,,,,,,,,,,,,,,,,
25272-17,CAD23,Cadherin-23,Q9H251,CDH23,,,,,,,,,,,,,,,,
2643-57,P-Cadherin,Cadherin-3,P22223,CDH3,,,,,,,,,,X,,,X,,X,X
20589-5,CADH4,Cadherin-4,P55283,CDH4,,,,,,,,,,,,,,,,
2819-23,Cadherin-5,Cadherin-5,P33151,CDH5,X,,,X,,,,,,X,,,X,,X,X
16312-45,Cadherin-6,Cadherin-6,P55285,CDH6,,,,,,,,,,X,,,X,,X,X
3591-51,Cadherin-6,Cadherin-6,P55285,CDH6,,,,,,,,,,X,,,X,,X,X
7959-34,CADH7,Cadherin-7,Q9ULB5,CDH7,,,,,,,,,,,,,,,,
16021-30,Cadherin-8,Cadherin-8,P55286,CDH8,,,,,,,,,,,,,,,,
8372-29,CDHR1,Cadherin-related family member 1,Q96JP9,CDHR1,,,,,,,,,,,,,,,,
8222-49,CDHR3,Cadherin-related family member 3,Q6ZTQ4,CDHR3,,X,,,,,,,,,,,,,,
9962-1,MUCDL,Cadherin-related family member 5,Q9HBB8,CDHR5,,,,,,,,,,,,,,,,
9918-23,Calbindin D28,Calbindin,P05937,CALB1,,,,,,,,,,,,,,,,
4903-72,Calcineurin,Calcineurin,Q08209|P63098,PPP3CA|PPP3R1,X,,X,,,,,,X,X,,,X,,X,X
12458-79,CHP1,Calcineurin B homologous protein 1,Q99653,CHP1,,,,,,,,,,,,,,,,
12831-21,TESC,Calcineurin B homologous protein 3,Q96BS2,TESC,,,,,,,,,,,,,,,,
15545-13,Calcineurin B a,Calcineurin subunit B type 1,P63098,PPP3R1,X,,,,,,,,,X,,,X,,X,X
18866-8,CANB2,Calcineurin subunit B type 2,Q96LZ3,PPP3R2,,,,,,,,,,,,,,,,
13465-5,CCP1,Calcipressin-1,P53805,RCAN1,X,X,,,,,,,,,,,,,,
20975-2,RCAN2,Calcipressin-2,Q14206,RCAN2,,,,,,,,,,,,,,,,
20442-12,RCAN3,Calcipressin-3,Q9UKA8,RCAN3,,,,,,,,,,,,,,,,
17170-15,CALCB,Calcitonin gene-related peptide 2,P10092,CALCB,,,,,,,,,X,,,,X,,X,
20542-47,CALCR,Calcitonin receptor,P30988,CALCR,,,X,,,,,,X,,,,X,,X,
20423-40,CIB1,Calcium and integrin-binding protein 1,Q99828,CIB1,,X,,,,,,,,,,,,,,
21140-19,CAMLG,Calcium signal-modulating cyclophilin ligand,P49069,CAMLG,,,,,,,,,,,,,,,,
6226-69,EFHA1,"Calcium uptake protein 2, mitochondrial",Q8IYU8,MICU2,,,,,,,,,,,,,,,,
6912-6,EFHA2,"Calcium uptake protein 3, mitochondrial",Q86XE3,MICU3,,,,,,,,,,,,,,,,
5253-1,PDE1A,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",P54750,PDE1A,,,,,,,,,,X,,,X,,X,X
21667-57,PDE1B,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Q01064,PDE1B,,,,,,,,,,,,,,,,
21281-13,CK2N2,Calcium/calmodulin-dependent protein kinase II inhibitor 2,Q96S95,CAMK2N2,,,,,,,,,,,,,,,,
18860-2,CaMKK alpha,Calcium/calmodulin-dependent protein kinase kinase 1,Q8N5S9,CAMKK1,,,,,,,,,,X,,,X,,X,X
3592-4,CAMK1,Calcium/calmodulin-dependent protein kinase type 1,Q14012,CAMK1,,,,,,,,,,X,,,X,,X,X
3418-12,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,Q8IU85,CAMK1D,,,,,,,,,,X,,,X,,X,X
3350-53,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Q9UQM7,CAMK2A,,,X,,,,,,,X,,,X,,X,X
3351-1,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta,Q13554,CAMK2B,,,,,,,,,,X,,,X,,X,X
3419-49,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,Q13557,CAMK2D,X,,,,,,,,,X,,,X,,X,X
18904-23,KCC4,Calcium/calmodulin-dependent protein kinase type IV,Q16566,CAMK4,,,,,,,,,,,,,,,,
10496-11,CaCC,Calcium-activated chloride channel regulator 1,A8K7I4,CLCA1,,,,,,,,,,,,,,,,
8950-4,CLCA2,Calcium-activated chloride channel regulator 2,Q9UQC9,CLCA2,,,,,,,,,,,,,,,,
8905-20,KCMB3,Calcium-activated potassium channel subunit beta-3,Q9NPA1,KCNMB3,,,,,,,,,,,,,,,,
12534-10,CACO2,Calcium-binding and coiled-coil domain-containing protein 2,Q13137,CALCOCO2,,,,,,,,,,,,,,,,
24690-1,CABP2,Calcium-binding protein 2,Q9NPB3,CABP2,,,,,,,,,,,,,,,,
17757-86,CAB39,Calcium-binding protein 39,Q9Y376,CAB39,,,,,,,,,,,,,,,,
21154-8,CB39L,Calcium-binding protein 39-like,Q9H9S4,CAB39L,,,,,,,,,,,,,,,,
22445-2,CABP5,Calcium-binding protein 5,Q9NP86,CABP5,,,,,,,,,,,,,,,,
7104-71,CABP7,Calcium-binding protein 7,Q86V35,CABP7,,,,,,,,,,,,,,,,
10933-107,CABP8,Calcium-binding protein 8,Q9BXU9,CALN1,,,,,,,,,,,,,,,,
2449-1,GV,Calcium-dependent phospholipase A2,P39877,PLA2G5,,,,,,,,,,X,,,X,,X,X
25099-4,CAPS2,Calcium-dependent secretion activator 2,Q86UW7,CADPS2,,,,,,,,,,,,,,,,
12808-103,CHSP1,Calcium-regulated heat-stable protein 1,Q9Y2V2,CARHSP1,,,,,,,,,,,,,,,,
12432-23,CYBP,Calcyclin-binding protein,Q9HB71,CACYBP,,,,,,,,,,,,,,,,
21143-10,Calcyphosin,Calcyphosin,Q13938,CAPS,,,,,,,,,,,,,,,,
13688-2,CAPSL,Calcyphosin-like protein,Q8WWF8,CAPSL,,,,,,,,,,,,,,,,
25273-80,Caldesmon,Caldesmon,Q05682,CALD1,,X,,,,,,,,,,,,,,
24217-2,Calgranulin A,Calgranulin A,P05109,S100A8,,X,,X,,,,,,,,,,,,
25216-8,Calgranulin A,Calgranulin A,P05109,S100A8,,,,,,,,,,,,,,,,
10600-24,CLGN,Calmegin,O14967,CLGN,,,,,,,,,,,,,,,,
8834-58,Calnexin,Calnexin,P27824,CANX,X,,,,,,,,,,,,,,,
2668-70,Calpain I,Calpain I,P07384|P04632,CAPN1|CAPNS1,,,,X,,,,,,X,,,X,,X,X
18299-13,CPNS1,Calpain small subunit 1,P04632,CAPNS1,,,,,,,,,,,,,,,,
22063-20,CPNS2,Calpain small subunit 2,Q96L46,CAPNS2,,,,,,,,,,,,,,,,
24915-123,CAN13,Calpain-13,Q6MZZ7,CAPN13,,,,,,,,,,,,,,,,
14684-17,CAN2,Calpain-2 catalytic subunit,P17655,CAPN2,,,,,,,,,,,,,,,,
12385-4,CAN3,Calpain-3,P20807,CAPN3,,,,,,,,,,,,,,,,
20173-39,CAN9,Calpain-9,O14815,CAPN9,,,,,,,,,,,,,,,,
3026-5,Calpastatin,Calpastatin,P20810,CAST,,,,,,,,,,X,,,X,,X,X
15566-10,Calponin-1,Calponin-1,P51911,CNN1,,,,,,,,,,,,,,,,
18877-15,CNN2,Calponin-2,Q99439,CNN2,,,,X,,,,,,,,,,,,
5264-65,calreticulin,Calreticulin,P27797,CALR,X,,,X,,,,,,X,,,X,,X,X
16803-4,CALB2,Calretinin,P22676,CALB2,,,X,,,,,,,,,,,,,
10513-13,CSEN,Calsenilin,Q9Y2W7,KCNIP3,,,,,,,,,,,,,,,,
11263-57,CASQ1,Calsequestrin-1,P31415,CASQ1,,,,,,,,,,,,,,,,
19291-2,CASQ2,Calsequestrin-2,O14958,CASQ2,X,,,,,,,,,,,,,,,
15521-4,Alcadein alpha-1,Calsyntenin-1,O94985,CLSTN1,,,,,,,,,,,,,,,,
18882-7,CSTN2,Calsyntenin-2,Q9H4D0,CLSTN2,,,,,,,,,,,,,,,,
6291-55,Alcadein-beta,Calsyntenin-3,Q9BQT9,CLSTN3,,,,,,,,,,,,,,,,
20128-1,CREB1,cAMP response element-binding protein,P16220,CREB1,X,,,,,,,,,,,,,,,
3466-8,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,P17612,PRKACA,,,,X,,,,,,X,,,X,,X,X
21483-155,KAP0,cAMP-dependent protein kinase type I-alpha regulatory subunit,P10644,PRKAR1A,X,,X,X,,,,,,,,,,,,
12479-50,KAP1,cAMP-dependent protein kinase type I-beta regulatory subunit,P31321,PRKAR1B,,,,,,,,,,,,,,,,
19125-26,KAP2,cAMP-dependent protein kinase type II-alpha regulatory subunit,P13861,PRKAR2A,,,,,,,,,,,,,,,,
25463-3,KAP3,cAMP-dependent protein kinase type II-beta regulatory subunit,P31323,PRKAR2B,X,,X,,,,,,,,,,,,,
4963-19,ARP19,cAMP-regulated phosphoprotein 19,P56211,ARPP19,,,,,,,,,,X,,,X,,X,X
12860-7,cAMP-regulated phosphoprotein 21,cAMP-regulated phosphoprotein 21,Q9UBL0,ARPP21,,,,,,,,,,,,,,,,
22116-9,CREM,cAMP-responsive element modulator,Q03060,CREM,X,X,,,,,,,,,,,,,,
22115-2,CRBL2,cAMP-responsive element-binding protein-like 2,O60519,CREBL2,,,,,,,,,,,,,,,,
18918-86,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",P27815,PDE4A,,,,,,,,,,,,,,,,
20221-26,PDE4C,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Q08493,PDE4C,,,,,,,,,,,,,,,,
5255-22,PDE4D,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Q08499,PDE4D,,X,,,,,,,,X,,,X,,X,X
6931-10,CTAG1A,Cancer/testis antigen 1,P78358,CTAG1A,,,,,,,,,,,,,,,,
23586-32,Cancer/testis antigen 1B,Cancer/testis antigen 1B,P78358,CTAG1A,,,,,,,,,,,,,,,,
9363-11,CX048,Cancer/testis antigen 55,Q8WUE5,CT55,,,,,,,,,,,,,,,,
24667-27,CT451,Cancer/testis antigen family 45 member A1,Q5HYN5,CT45A1,,,,,,,,,,,,,,,,
24473-11,CT453,Cancer/testis antigen family 45 member A3,Q8NHU0,CT45A3,,,,,,,,,,,,,,,,
24431-32,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,Q8N1G2,CMTR1,,,,,,,,,,,,,,,,
23620-16,CPZIP,CapZ-interacting protein,Q6JBY9,RCSD1,,,,,,,,,,,,,,,,
7803-4,CHST1,Carbohydrate sulfotransferase 1,O43916,CHST1,,,,,,,,,,,,,,,,
21721-6,CHSTA,Carbohydrate sulfotransferase 10,O43529,CHST10,,,,,,,,,,,,,,,,
7779-86,CHSTB,Carbohydrate sulfotransferase 11,Q9NPF2,CHST11,,,,,,,,,,,,,,,,
6626-81,CHSTC,Carbohydrate sulfotransferase 12,Q9NRB3,CHST12,,,,,,,,,,,,,,,,
7262-191,CHSTE,Carbohydrate sulfotransferase 14,Q8NCH0,CHST14,X,,,,,,,,,,,,,,,
14097-86,ST4S6,Carbohydrate sulfotransferase 15,Q7LFX5,CHST15,,,,,,,,,,X,,,X,,X,X
4469-78,ST4S6,Carbohydrate sulfotransferase 15,Q7LFX5,CHST15,,,,,,,,,,X,,,X,,X,X
18863-176,CHST2,Carbohydrate sulfotransferase 2,Q9Y4C5,CHST2,,,,,,,,,,,,,,,,
4428-1,CHST2,Carbohydrate sulfotransferase 2,Q9Y4C5,CHST2,,,,,,,,,,,,,,,,
7189-55,CHST3,Carbohydrate sulfotransferase 3,Q7LGC8,CHST3,,X,,,,,,,,,,,,,,
18876-77,CHST4,Carbohydrate sulfotransferase 4,Q8NCG5,CHST4,,,,,,,,,,,,,,,,
7020-13,CHST5,Carbohydrate sulfotransferase 5,Q9GZS9,CHST5,,,,,,,,,,,,,,,,
4429-51,CHST6,Carbohydrate sulfotransferase 6,Q9GZX3,CHST6,,,,,,,,,,,,,,,,
11646-4,Carbohydrate sulfotransferase 9,Carbohydrate sulfotransferase 9,Q7L1S5,CHST9,,,,,,,,,,,,,,,,
4969-2,Carbonic anhydrase I,Carbonic anhydrase 1,P00915,CA1,X,,X,X,,,,,,X,,,X,,X,X
19347-37,Carbonic Anhydrase XII,Carbonic anhydrase 12,O43570,CA12,,,,,,,,,,,,,,,,
3420-21,Carbonic anhydrase XIII,Carbonic anhydrase 13,Q8N1Q1,CA13,,,,,,,,,,X,,,X,,X,X
4970-55,carbonic anhydrase II,Carbonic anhydrase 2,P00918,CA2,,,X,X,,,,,,,,,,,,
3799-11,Carbonic anhydrase III,Carbonic anhydrase 3,P07451,CA3,X,,X,,,X,,,,X,,,X,,X,X
14069-61,Carbonic Anhydrase IV,Carbonic anhydrase 4,P22748,CA4,X,,X,,,,,,,,,,,,,
3177-49,Carbonic Anhydrase IV,Carbonic anhydrase 4,P22748,CA4,,,,,,,,,,,,,,,,
8791-151,Carbonic Anhydrase VA,"Carbonic anhydrase 5A, mitochondrial",P35218,CA5A,,,,,,,,,,,,,,,,
17673-34,Carbonic Anhydrase VB,"Carbonic anhydrase 5B, mitochondrial",Q9Y2D0,CA5B,,,,,,,,,,,,,,,,
13747-9,Carbonic anhydrase 6,Carbonic anhydrase 6,P23280,CA6,,,,,,,,,,,,,,,,
3352-80,Carbonic anhydrase 6,Carbonic anhydrase 6,P23280,CA6,,,,,,,X,,,,,,X,,X,
3356-50,Carbonic anhydrase VII,Carbonic anhydrase 7,P43166,CA7,,,,,,,,,,X,,,X,,X,X
3798-71,Carbonic anhydrase 9,Carbonic anhydrase 9,Q16790,CA9,,X,,X,,,,,,X,,,X,,X,X
11390-24,Carbonic Anhydrase VIII,Carbonic anhydrase-related protein,P35219,CA8,,,,,,,,,,,,,,,,
13666-222,Carbonic Anhydrase X,Carbonic anhydrase-related protein 10,Q9NS85,CA10,,,,,,,,,,,,,,,,
3289-19,Carbonic Anhydrase X,Carbonic anhydrase-related protein 10,Q9NS85,CA10,,,,,,,,,,,,,,,,
8859-51,CAH11,Carbonic anhydrase-related protein 11,O75493,CA11,,,,,,,,,,,,,,,,
12381-26,CBR1,Carbonyl reductase [NADPH] 1,P16152,CBR1,X,,,X,,,,,,,,,,,,
14091-42,Carbonyl reductase 3,Carbonyl reductase [NADPH] 3,O75828,CBR3,,,,,,,,,,,,,,,,
21119-1,CBR4,Carbonyl reductase family member 4,Q8N4T8,CBR4,,,,,,,,,,,,,,,,
25292-4,EST3,Carboxylesterase 3,Q6UWW8,CES3,X,,,,,,,,,,,,,,,
25292-6,EST3,Carboxylesterase 3,Q6UWW8,CES3,,,,,,,,,,,,,,,,
19115-13,CMBL,Carboxymethylenebutenolidase homolog,Q96DG6,CMBL,,,,,,,,,,,,,,,,
19760-26,CBPA1,Carboxypeptidase A1,P15085,CPA1,,,,,,,,,,,,,,,,
23981-172,CBPA1,Carboxypeptidase A1,P15085,CPA1,X,,,,,,,,,,,,,,,
9276-7,CBPA2,Carboxypeptidase A2,P48052,CPA2,,,,,,,,,,,,,,,,
9267-2,CBPA4,Carboxypeptidase A4,Q9UI42,CPA4,,,,,,,,,,,,,,,,
15375-49,Carboxypeptidase B1,Carboxypeptidase B,P15086,CPB1,,,,,,,,,,,,,,,,
6356-3,Carboxypeptidase B1,Carboxypeptidase B,P15086,CPB1,,,,,,,,,,,,,,,,
3518-54,TAFI,Carboxypeptidase B2,Q96IY4,CPB2,,,X,,,,,,,,,,,,,
7917-17,CBPD,Carboxypeptidase D,O75976,CPD,,,,,,,,,,,,,,,,
5343-74,CBPE,Carboxypeptidase E,P16870,CPE,,,,,,,,,,X,,,X,,X,X
6024-68,CBPE,Carboxypeptidase E,P16870,CPE,,,X,X,,,,,,X,,,X,,X,X
7768-10,CBPM,Carboxypeptidase M,P14384,CPM,,,,,,,,,,,,,,,,
9416-77,CBPM,Carboxypeptidase M,P14384,CPM,,,,,,,,,,,,,,,,
7142-5,CBPN,Carboxypeptidase N catalytic chain,P15169,CPN1,,,X,,,,,,,,,,,,,
6415-90,CPN2,Carboxypeptidase N subunit 2,P22792,CPN2,,,,,,,,,,,,,,,,
9394-19,Aminopeptidase,Carboxypeptidase Q,Q9Y646,CPQ,,,,X,,,,,,,,,,,,
6493-9,CBPZ,Carboxypeptidase Z,Q66K79,CPZ,,,,,,,,,,,,,,,,
21166-1,CTDS1,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,Q9GZU7,CTDSP1,,,,,,,,,,,,,,,,
24299-1,CEA16,Carcinoembryonic antigen-related cell adhesion molecule 16,Q2WEN9,CEACAM16,,,,,,,,,,,,,,,,
7048-4,CEA19,Carcinoembryonic antigen-related cell adhesion molecule 19,Q7Z692,CEACAM19,,,,,,,,,,,,,,,,
